EmployeeID,I would recommend my friends or Family to work at TheCompany,I feel engaged in my work.,I believe Leadership cares about the employees at TheCompany,My manager supports me in my role at TheCompany,"TheCompany cares about Diversity, Equity and Inclusion.",I believe there is room for me to grow at TheCompany,I work on interesting projects.,My manager motivates me to work hard.,I am motivated to work hard at TheCompany.,I believe I am recognized for the work I do.,I believe there are good career opportunities for me at TheCompany.,I believe TheCompany is in a great position in the market for the next few years to be succesful.,I plan on staying with TheCompany for at least 2 more years.,I believe I am fairly compensated for my work.,I believe there is little to not politics at TheCompany,I feel comfortable going to someone in leadership if there is an issue.,My values align with the culture at TheCompany,I know what TheCompany values are at TheCompany,I feel like I can take off my accrued Paid Time Off (PTO)/Vacation without feeling guilty,survey_quarter,survey_year
100788,4,4,3,1,3,3,4,1,3,3,1,4,2,4,5,3,2,4,3,Q2,2023
100789,2,4,3,3,2,3,2,4,4,2,4,4,2,2,4,3,3,1,4,Q2,2023
100791,2,4,3,4,2,4,2,2,1,4,2,1,3,4,2,4,2,3,4,Q2,2023
100793,1,1,1,1,3,3,4,3,1,3,2,5,4,2,3,5,2,1,4,Q2,2023
100795,4,3,4,3,4,4,4,2,3,1,1,2,4,3,4,4,2,4,4,Q2,2023
100797,2,4,3,4,3,2,4,4,2,1,2,2,1,2,4,1,4,2,4,Q2,2023
100804,3,2,1,2,2,3,2,2,3,3,1,4,3,3,4,2,2,4,4,Q2,2023
100805,2,4,3,4,4,3,3,3,4,1,2,2,4,4,4,2,4,3,4,Q2,2023
100806,3,1,3,4,4,2,3,3,3,4,1,3,4,3,2,4,3,4,2,Q2,2023
100809,3,1,2,3,2,4,4,2,2,4,3,3,4,4,4,4,4,4,3,Q2,2023
100813,3,3,4,3,2,2,2,2,3,2,2,3,2,4,4,3,4,2,4,Q2,2023
100814,3,1,2,3,1,3,3,2,4,3,3,4,3,3,2,4,2,2,4,Q2,2023
100815,2,4,2,4,4,3,3,3,4,2,2,3,2,1,3,4,2,2,3,Q2,2023
100816,3,3,1,4,4,4,2,4,4,2,3,2,3,2,4,4,4,3,1,Q2,2023
100817,2,4,4,5,5,4,4,4,3,2,4,3,4,3,4,3,4,2,4,Q2,2023
100818,2,3,3,1,3,2,3,4,2,4,2,4,4,2,4,3,4,2,2,Q2,2023
100820,2,2,2,4,4,4,4,1,4,4,2,2,2,2,3,3,3,4,1,Q2,2023
100821,2,2,2,1,2,3,1,4,2,4,4,5,4,2,4,1,3,3,4,Q2,2023
100823,4,4,4,3,4,3,4,4,3,2,3,3,1,1,4,3,4,3,4,Q2,2023
100826,4,4,4,4,2,4,3,4,1,4,1,4,1,3,1,3,2,4,3,Q2,2023
100829,2,3,4,2,2,3,4,2,3,1,2,2,1,4,4,1,2,4,3,Q2,2023
100833,1,2,3,2,3,4,4,3,4,4,2,3,4,2,3,4,2,2,4,Q2,2023
100834,4,4,3,4,2,4,1,1,4,1,2,4,4,4,1,2,4,1,3,Q2,2023
100835,1,4,2,4,4,2,3,3,3,3,3,4,4,3,4,3,3,2,2,Q2,2023
100837,1,2,2,2,2,4,4,4,1,4,3,3,2,2,1,4,3,2,2,Q2,2023
100841,4,4,1,4,2,3,2,3,4,2,3,2,2,3,1,2,4,2,2,Q2,2023
100842,3,3,3,3,3,4,2,2,4,4,1,4,3,4,2,2,2,3,3,Q2,2023
100844,2,4,4,2,5,4,4,2,2,2,4,1,4,1,3,4,3,2,2,Q2,2023
100847,4,2,2,5,3,2,3,4,2,2,2,4,2,2,3,2,2,4,3,Q2,2023
100849,3,2,4,2,3,4,3,2,4,4,3,4,4,4,4,1,4,3,2,Q2,2023
100850,2,4,3,4,1,4,3,2,4,3,3,4,2,3,2,3,2,4,4,Q2,2023
100853,4,4,3,2,1,1,4,2,4,4,4,1,3,2,3,4,4,3,3,Q2,2023
100859,2,4,3,2,2,4,4,3,2,1,2,2,4,4,4,1,3,2,4,Q2,2023
100860,2,4,4,4,4,3,2,4,2,2,3,3,3,3,2,3,2,2,4,Q2,2023
100861,3,2,4,3,3,1,3,4,2,2,4,2,1,3,4,4,3,4,2,Q2,2023
100862,4,2,4,3,1,2,3,3,2,4,4,4,2,1,3,4,2,2,4,Q2,2023
100863,4,1,2,3,4,3,3,4,3,3,3,4,2,2,4,4,4,1,4,Q2,2023
100864,3,2,4,3,1,2,3,2,1,4,1,4,3,2,2,3,2,4,4,Q2,2023
100865,2,3,2,4,2,3,4,3,3,4,3,4,2,4,2,2,3,4,4,Q2,2023
100869,1,2,3,1,3,1,3,4,1,3,2,3,2,4,5,4,3,4,4,Q2,2023
100870,4,1,3,4,3,1,3,1,3,2,3,2,2,1,1,3,4,2,4,Q2,2023
100872,4,3,4,4,3,4,2,3,4,4,3,2,4,3,4,3,2,1,2,Q2,2023
100875,2,2,2,1,3,4,5,2,3,3,2,4,3,3,4,2,4,4,4,Q2,2023
100876,4,3,4,4,4,2,4,3,2,3,4,4,4,4,3,4,3,3,2,Q2,2023
100880,4,4,3,2,3,3,4,4,2,4,4,4,3,2,4,3,2,4,4,Q2,2023
100881,2,2,4,4,1,3,4,4,4,4,5,1,4,3,1,2,3,2,2,Q2,2023
100882,3,3,3,4,2,4,3,4,2,3,3,3,2,3,3,2,4,2,1,Q2,2023
100884,4,3,4,4,2,2,3,4,4,3,4,1,1,4,2,4,2,3,1,Q2,2023
100885,2,1,3,4,3,1,4,3,2,4,4,4,4,2,4,2,2,3,1,Q2,2023
100886,3,4,4,4,4,4,3,3,1,1,3,3,3,4,3,4,4,2,3,Q2,2023
100887,3,4,2,2,3,4,2,3,3,3,4,3,3,1,4,4,2,4,3,Q2,2023
100889,1,4,4,3,4,2,2,2,4,2,3,3,4,3,4,3,3,4,4,Q2,2023
100895,3,3,2,4,1,2,4,4,3,2,2,4,2,2,3,3,4,3,4,Q2,2023
100896,3,1,2,2,2,2,3,3,2,4,3,4,2,4,2,3,4,4,3,Q2,2023
100899,2,2,2,2,2,4,4,1,3,2,4,3,4,4,3,4,5,4,2,Q2,2023
100906,4,2,4,3,4,3,4,4,2,4,1,3,4,2,3,4,3,4,3,Q2,2023
100907,4,2,1,4,1,3,3,3,3,3,3,4,1,4,3,3,3,4,2,Q2,2023
100910,4,4,3,1,2,4,4,1,4,2,4,4,2,4,4,4,3,4,1,Q2,2023
100911,2,4,2,2,2,4,3,2,3,2,3,3,2,4,1,1,4,4,1,Q2,2023
100912,3,2,3,1,4,3,4,3,4,3,4,2,1,2,1,4,3,2,2,Q2,2023
100917,2,3,4,2,4,4,3,3,2,4,3,3,3,3,3,3,1,4,2,Q2,2023
100920,2,4,3,3,2,4,3,2,3,1,4,4,4,4,1,4,1,3,2,Q2,2023
100921,2,4,3,3,1,3,3,3,2,4,2,4,2,2,4,4,2,3,3,Q2,2023
100923,4,1,2,2,4,4,4,4,2,4,3,2,4,4,1,1,2,3,4,Q2,2023
100926,4,3,3,4,3,2,3,2,4,3,2,3,4,3,3,3,4,2,3,Q2,2023
100934,3,3,4,4,3,4,4,2,4,4,4,3,3,4,1,3,4,2,4,Q2,2023
100936,4,4,4,1,3,3,3,4,2,3,1,4,4,3,3,3,2,2,3,Q2,2023
100937,2,4,3,3,2,4,1,3,4,4,3,4,2,3,3,2,1,1,2,Q2,2023
100942,4,2,2,3,4,2,1,1,4,2,3,2,4,3,1,4,2,4,4,Q2,2023
100945,2,4,1,4,3,1,1,2,1,4,5,4,3,3,4,2,4,3,2,Q2,2023
100946,4,4,4,3,4,1,2,1,2,4,4,4,1,4,2,2,1,4,3,Q2,2023
100947,2,4,2,2,2,4,3,3,4,3,3,3,4,4,4,1,2,3,3,Q2,2023
100950,4,3,3,2,2,4,2,3,3,4,3,2,3,4,4,4,4,3,2,Q2,2023
100952,2,3,4,1,3,3,1,4,3,2,4,4,3,4,4,2,5,4,4,Q2,2023
100955,4,2,4,2,3,3,4,2,4,2,2,1,4,4,3,4,3,2,1,Q2,2023
100956,3,3,3,4,4,1,1,2,4,3,4,4,2,1,3,4,4,4,2,Q2,2023
100957,2,1,3,2,2,4,2,1,2,4,4,3,2,4,3,5,2,3,4,Q2,2023
100958,3,4,4,4,3,4,2,4,3,4,3,3,3,2,3,2,3,2,2,Q2,2023
100964,2,3,2,4,4,2,4,3,2,3,4,3,4,2,1,1,3,5,4,Q2,2023
100967,4,1,2,2,4,2,1,3,2,4,4,4,2,4,2,3,2,2,2,Q2,2023
100969,3,4,4,3,4,3,3,2,3,4,3,3,1,4,2,4,4,4,2,Q2,2023
100970,2,3,4,4,4,2,4,4,3,2,2,4,1,4,2,1,4,3,2,Q2,2023
100972,1,5,2,2,3,2,4,1,4,2,4,4,4,4,3,4,1,2,4,Q2,2023
100973,3,4,2,3,3,1,4,2,1,2,2,4,4,2,2,1,1,1,2,Q2,2023
100975,4,4,2,4,3,3,2,4,2,4,1,1,3,4,4,1,4,2,4,Q2,2023
100980,3,2,4,3,4,3,3,3,4,3,3,4,4,4,4,3,4,2,2,Q2,2023
100982,4,2,4,4,4,3,4,1,3,3,4,3,4,4,4,4,3,3,3,Q2,2023
100983,2,3,2,4,3,2,3,4,3,2,2,4,3,4,3,2,4,2,4,Q2,2023
100987,4,4,2,2,1,4,4,2,2,2,3,3,1,4,3,4,3,1,3,Q2,2023
100988,2,2,2,3,4,4,3,2,4,4,1,3,2,3,1,4,1,3,4,Q2,2023
100989,4,4,4,2,4,2,4,2,2,2,3,4,3,3,2,1,2,1,2,Q2,2023
100994,4,4,3,2,2,3,2,3,4,4,4,4,1,4,4,4,1,3,4,Q2,2023
100997,2,4,1,3,3,4,4,3,3,3,2,2,2,1,4,4,1,4,2,Q2,2023
101001,4,3,4,4,2,3,2,4,4,2,1,3,2,3,3,3,4,3,4,Q2,2023
101005,2,4,2,4,4,3,1,4,3,4,4,3,4,4,3,3,4,4,2,Q2,2023
101006,4,2,4,4,1,4,3,3,2,4,3,3,2,4,2,4,2,3,2,Q2,2023
101007,4,4,3,1,1,3,4,3,3,3,4,4,4,3,3,4,4,1,2,Q2,2023
101008,3,2,4,2,2,2,3,2,4,2,3,4,2,4,3,4,4,4,3,Q2,2023
101011,2,3,4,3,2,4,2,4,4,4,3,2,2,2,2,4,4,2,5,Q2,2023
101017,2,3,3,3,2,3,4,3,3,2,4,3,2,4,2,4,1,2,1,Q2,2023
101020,1,4,1,3,2,4,4,4,4,1,1,2,4,4,3,2,2,3,3,Q2,2023
101021,3,3,4,3,2,4,4,4,1,1,1,1,2,2,2,2,3,4,4,Q2,2023
101026,1,2,1,3,4,3,4,3,4,2,3,3,2,2,4,3,1,1,4,Q2,2023
101027,2,3,3,2,2,1,4,4,4,3,4,4,3,1,4,1,1,4,3,Q2,2023
101030,4,3,4,2,3,1,3,2,4,3,4,4,2,3,3,4,3,4,2,Q2,2023
101031,2,4,4,4,2,2,3,2,4,3,3,3,4,3,3,1,2,4,4,Q2,2023
101032,2,4,4,2,3,2,4,3,2,4,2,4,4,3,4,4,4,3,2,Q2,2023
101033,4,3,3,4,3,4,3,3,3,2,3,3,2,4,1,1,2,2,1,Q2,2023
101034,4,4,2,2,4,3,5,3,4,3,2,4,3,1,3,4,4,4,2,Q2,2023
101036,3,4,2,2,4,4,1,4,2,4,3,4,3,4,3,3,4,1,4,Q2,2023
101037,4,4,3,2,3,4,3,4,4,4,2,4,2,3,5,3,2,3,3,Q2,2023
101038,4,4,2,4,2,2,1,2,4,3,4,4,2,3,2,2,2,2,2,Q2,2023
101039,2,2,3,3,3,4,3,2,3,4,3,4,4,3,4,3,3,4,4,Q2,2023
101040,4,4,3,3,3,3,4,5,2,2,2,4,3,4,2,1,3,3,2,Q2,2023
101044,3,1,4,4,4,2,4,4,2,4,4,4,4,4,2,3,2,2,3,Q2,2023
101046,3,3,4,2,4,1,3,4,4,3,4,2,2,4,3,4,3,5,2,Q2,2023
101047,4,5,2,3,3,1,2,4,2,4,2,4,3,2,4,3,2,3,2,Q2,2023
101050,4,3,3,2,3,3,3,4,2,4,4,4,3,2,2,3,1,1,2,Q2,2023
101054,2,4,3,4,4,3,4,4,3,3,3,2,4,3,2,2,2,4,4,Q2,2023
101058,3,4,3,4,3,4,4,4,3,4,4,3,3,3,2,4,3,1,2,Q2,2023
101059,4,4,1,2,4,4,4,3,2,4,1,2,3,3,4,2,4,4,3,Q2,2023
101061,1,2,4,3,3,2,4,3,3,4,3,3,4,4,3,4,4,2,2,Q2,2023
101062,4,4,3,4,3,4,3,4,1,4,4,3,4,4,4,2,4,4,4,Q2,2023
101070,3,1,2,3,2,3,1,4,3,5,2,2,4,1,2,4,4,2,4,Q2,2023
101073,4,4,4,3,2,2,1,3,4,4,3,3,3,3,4,2,2,2,3,Q2,2023
101079,3,3,4,4,3,3,2,4,4,3,3,3,4,3,1,4,3,4,4,Q2,2023
101081,1,2,2,3,1,2,2,4,2,3,4,4,3,4,4,2,4,4,2,Q2,2023
101083,4,1,2,4,2,4,3,2,3,3,3,4,4,2,4,4,2,4,3,Q2,2023
101084,3,3,2,3,3,2,2,2,4,4,2,4,2,3,4,2,3,4,2,Q2,2023
101085,2,2,3,3,3,3,5,4,3,3,3,1,4,4,3,4,2,4,2,Q2,2023
101089,2,3,4,3,4,3,5,4,3,1,2,4,2,2,2,3,3,4,3,Q2,2023
101091,3,3,2,2,1,3,4,2,4,3,4,4,4,4,2,4,2,4,3,Q2,2023
101093,4,2,2,4,4,4,4,4,2,2,3,5,3,3,3,4,3,2,1,Q2,2023
101094,3,4,2,4,2,1,4,4,4,4,2,3,2,2,3,2,4,3,2,Q2,2023
101097,2,3,3,4,2,4,3,4,3,4,3,2,2,4,3,4,4,3,3,Q2,2023
101098,4,3,4,2,4,4,3,3,3,5,2,3,1,3,3,2,2,3,2,Q2,2023
101107,3,4,4,1,4,3,2,5,3,1,4,4,2,2,3,1,2,3,3,Q2,2023
101109,4,1,3,4,1,4,4,3,1,3,2,4,3,2,2,4,4,4,1,Q2,2023
101110,2,4,3,2,4,3,4,3,3,2,4,4,2,1,3,3,4,3,4,Q2,2023
101111,3,3,4,4,2,1,3,4,3,4,4,3,4,2,3,1,4,2,4,Q2,2023
101118,4,3,3,4,2,4,3,2,2,3,2,2,4,4,4,4,2,2,3,Q2,2023
101123,4,2,4,3,2,3,4,1,3,2,3,4,1,2,3,3,3,3,2,Q2,2023
101125,4,3,4,2,3,2,1,2,2,2,3,2,4,3,4,2,3,3,2,Q2,2023
101127,3,2,1,2,3,4,3,4,3,4,4,4,3,3,3,2,1,4,1,Q2,2023
101128,2,3,2,3,2,4,1,4,4,4,4,2,1,4,4,1,4,4,4,Q2,2023
101132,3,2,2,4,2,4,2,4,2,3,2,4,2,1,4,2,4,1,2,Q2,2023
101133,2,4,3,3,3,4,4,3,3,3,2,1,4,4,3,4,4,3,3,Q2,2023
101134,4,4,1,2,3,3,3,3,4,3,1,3,4,1,4,4,2,4,1,Q2,2023
101137,1,2,2,2,3,1,4,3,1,3,4,4,3,4,4,3,2,2,2,Q2,2023
101139,3,3,2,4,4,4,4,5,3,2,1,4,3,4,2,2,2,4,2,Q2,2023
101141,3,3,3,1,3,2,4,4,4,4,4,2,3,4,4,3,4,2,3,Q2,2023
101142,2,4,4,2,2,2,4,4,4,2,4,2,3,3,4,1,3,4,2,Q2,2023
101143,4,3,4,3,4,1,1,2,4,4,2,2,4,2,4,2,3,4,3,Q2,2023
101144,3,2,1,2,3,1,4,4,4,4,3,3,3,1,3,3,1,3,2,Q2,2023
101145,3,1,4,3,2,2,4,3,4,3,3,4,3,2,3,1,2,3,4,Q2,2023
101146,4,1,3,2,2,4,4,3,2,4,2,4,3,2,4,2,3,2,4,Q2,2023
101148,4,3,4,3,2,2,4,2,3,2,3,4,4,3,4,2,3,2,4,Q2,2023
101149,2,4,4,3,4,2,2,2,3,2,4,4,2,4,4,1,4,2,1,Q2,2023
101150,3,1,3,3,4,3,4,3,3,3,1,3,3,3,3,4,3,2,4,Q2,2023
101151,2,4,4,4,4,3,4,3,2,2,4,4,3,3,2,2,3,3,2,Q2,2023
101152,4,3,3,3,1,1,2,2,5,3,3,1,4,1,2,4,3,3,2,Q2,2023
101153,3,2,2,2,1,2,4,1,3,3,2,3,4,1,3,4,4,2,4,Q2,2023
101158,3,4,2,4,4,2,2,2,2,4,3,4,4,2,2,2,4,4,2,Q2,2023
101160,3,1,3,2,2,2,3,4,1,1,3,5,4,3,3,2,2,4,3,Q2,2023
101161,1,4,4,2,2,2,4,3,4,3,4,2,2,1,2,3,1,3,3,Q2,2023
101162,3,4,4,4,4,4,2,2,2,4,3,4,3,4,2,3,4,3,1,Q2,2023
101165,3,1,4,2,3,4,4,4,3,2,3,4,2,3,4,3,4,2,4,Q2,2023
101166,4,3,2,4,4,4,3,2,3,4,3,1,4,4,2,2,4,1,3,Q2,2023
101169,2,4,4,4,4,3,3,2,2,3,3,1,3,2,4,4,3,4,3,Q2,2023
101170,3,4,4,2,4,1,2,4,2,3,2,3,3,1,4,2,2,2,2,Q2,2023
101177,1,2,2,4,4,3,4,3,1,4,3,4,4,4,4,4,2,1,1,Q2,2023
101180,2,4,4,3,3,4,3,3,1,3,4,3,3,4,2,4,4,1,3,Q2,2023
101181,4,4,4,3,3,4,4,2,4,4,3,3,4,4,2,4,3,2,2,Q2,2023
101183,3,2,2,3,4,4,4,4,1,2,4,3,4,2,1,2,4,3,4,Q2,2023
101184,1,1,2,3,4,4,2,2,4,4,4,4,4,4,4,4,4,2,3,Q2,2023
101186,1,3,2,4,2,4,2,3,2,2,2,3,3,3,3,3,1,4,1,Q2,2023
101191,3,2,3,2,4,3,2,2,1,1,4,1,3,2,3,4,3,4,3,Q2,2023
101192,3,3,2,4,4,4,2,4,3,3,3,3,3,4,4,3,3,4,3,Q2,2023
101195,4,2,3,1,2,3,2,2,4,5,3,4,3,3,2,3,2,3,1,Q2,2023
101198,3,3,4,3,4,3,2,4,3,4,4,3,4,4,2,3,3,4,4,Q2,2023
101201,3,2,4,1,3,2,4,3,4,3,4,2,3,4,2,4,4,4,3,Q2,2023
101207,2,4,3,3,4,3,4,2,2,3,4,1,3,4,4,4,4,3,3,Q2,2023
101208,4,3,4,1,2,2,2,1,2,1,4,4,4,3,3,1,4,2,3,Q2,2023
101210,3,4,4,2,1,3,2,5,3,3,4,2,4,2,4,2,4,3,4,Q2,2023
101211,4,1,3,1,2,2,3,5,2,4,4,3,3,3,4,4,2,4,4,Q2,2023
101212,3,4,3,4,3,4,4,3,4,2,4,2,3,1,2,3,4,2,1,Q2,2023
101215,2,4,1,2,2,3,4,3,1,4,2,4,1,2,2,4,2,4,2,Q2,2023
101216,3,3,4,1,2,5,4,3,4,2,4,4,3,4,4,3,4,2,2,Q2,2023
101218,4,2,3,4,2,3,4,3,2,3,2,2,3,3,3,2,3,3,3,Q2,2023
101221,3,2,3,4,4,4,3,4,2,4,3,3,4,2,4,4,3,1,3,Q2,2023
101223,1,2,3,3,4,3,4,3,1,3,2,3,4,4,2,3,1,1,2,Q2,2023
101224,2,2,1,2,2,1,2,4,3,2,3,4,3,3,4,3,4,4,2,Q2,2023
101225,1,1,2,3,2,3,1,2,4,4,4,1,2,4,2,3,3,4,3,Q2,2023
101227,2,4,4,1,4,4,2,3,4,2,4,2,1,4,2,4,4,3,2,Q2,2023
101228,4,1,3,2,4,4,3,3,3,3,4,2,4,2,2,2,3,3,2,Q2,2023
101231,4,2,3,1,2,3,4,4,4,4,4,4,3,4,2,4,3,3,2,Q2,2023
101233,4,3,3,4,4,4,3,4,1,1,4,3,2,4,4,4,4,4,2,Q2,2023
101234,3,4,4,2,3,3,4,4,3,2,2,4,1,4,4,3,2,4,4,Q2,2023
101235,3,4,3,4,3,3,4,2,3,4,3,4,4,3,3,3,4,2,2,Q2,2023
101237,1,3,4,3,2,1,4,2,4,4,1,3,2,3,4,2,2,3,3,Q2,2023
101238,3,3,3,4,2,4,4,3,5,4,3,3,4,3,3,3,4,3,3,Q2,2023
101239,3,2,3,3,2,2,2,4,4,4,3,4,4,4,4,2,3,3,4,Q2,2023
101241,4,1,3,4,3,4,4,1,2,4,4,4,4,3,3,4,3,4,3,Q2,2023
101244,4,4,1,1,3,1,4,2,4,2,2,4,4,2,2,3,3,2,3,Q2,2023
101245,4,4,2,3,4,2,4,2,4,2,2,2,4,1,4,3,3,2,3,Q2,2023
101246,4,2,2,1,3,2,3,2,2,3,4,4,3,4,1,3,2,4,1,Q2,2023
101247,2,4,3,3,2,4,1,2,2,3,4,3,2,4,3,3,4,3,4,Q2,2023
101249,4,2,1,4,4,4,1,2,4,3,2,4,2,1,4,4,3,2,4,Q2,2023
101250,2,4,2,3,4,1,2,4,4,4,4,2,2,2,3,4,4,4,2,Q2,2023
101251,2,4,1,4,3,2,4,1,3,2,3,4,2,3,1,4,1,3,3,Q2,2023
101253,4,4,4,2,1,3,3,1,4,3,2,4,3,1,4,4,2,4,3,Q2,2023
101255,2,3,4,1,4,1,4,4,3,3,3,4,4,2,4,3,4,3,4,Q2,2023
101256,2,3,2,2,2,3,4,3,2,1,4,3,2,4,3,4,2,3,4,Q2,2023
101257,4,2,2,4,4,3,2,3,3,2,4,3,3,2,1,2,4,4,4,Q2,2023
101262,3,2,2,3,4,3,3,3,4,3,2,3,2,4,4,2,2,4,4,Q2,2023
101264,5,2,2,4,4,4,3,4,2,3,4,4,4,3,3,2,4,3,3,Q2,2023
101268,3,4,1,2,4,3,4,2,2,2,2,4,2,4,3,4,2,2,3,Q2,2023
101269,3,3,2,2,4,2,1,2,4,4,4,3,4,3,2,2,4,1,2,Q2,2023
101270,3,3,2,2,3,2,3,4,2,1,2,1,4,4,3,2,4,3,4,Q2,2023
101271,3,2,4,2,3,4,3,1,3,3,3,3,2,3,4,3,4,4,4,Q2,2023
101274,2,1,3,3,3,4,4,2,4,4,4,4,3,4,4,4,4,4,5,Q2,2023
101276,3,3,2,2,4,2,3,4,4,1,4,4,1,3,2,4,3,4,3,Q2,2023
101277,4,4,1,4,2,3,4,2,1,3,4,4,3,3,4,2,3,3,1,Q2,2023
101279,4,2,3,3,4,4,2,2,2,2,2,2,4,3,4,4,4,3,4,Q2,2023
101281,2,3,3,4,2,4,3,2,2,4,4,2,3,3,2,4,4,4,1,Q2,2023
101282,2,4,4,4,4,3,4,3,4,3,2,4,2,3,4,3,5,3,3,Q2,2023
101285,4,3,4,1,3,4,2,3,4,3,1,4,4,4,4,3,3,1,4,Q2,2023
101288,4,4,3,1,4,3,4,1,3,4,4,4,4,2,3,4,3,4,4,Q2,2023
101289,4,4,2,4,4,4,4,3,4,3,4,3,3,2,3,4,2,2,3,Q2,2023
101290,2,2,1,3,2,3,2,4,1,2,2,2,4,4,3,2,1,2,4,Q2,2023
101292,1,4,1,4,2,3,2,3,3,2,1,4,4,3,4,3,2,1,1,Q2,2023
101293,4,4,4,4,3,3,2,2,3,4,3,3,4,4,4,3,3,4,2,Q2,2023
101294,3,2,1,4,2,4,4,3,3,4,3,5,2,1,4,1,1,3,2,Q2,2023
101295,3,3,1,2,2,2,4,2,2,4,3,4,4,3,3,4,4,3,4,Q2,2023
101296,3,1,3,1,3,1,1,4,1,3,1,3,2,4,3,3,4,3,3,Q2,2023
101300,3,3,2,2,4,4,2,4,3,4,3,4,3,4,3,4,4,2,4,Q2,2023
101306,3,3,4,4,3,2,4,4,4,4,3,2,3,2,2,3,2,4,3,Q2,2023
101309,2,4,1,3,3,4,3,4,5,2,3,2,4,4,3,2,4,3,4,Q2,2023
101312,3,3,2,2,4,4,2,3,3,4,2,1,1,2,3,4,4,2,3,Q2,2023
101314,4,2,3,4,3,3,2,3,4,2,2,1,2,4,2,3,3,2,3,Q2,2023
101317,1,3,4,2,4,3,3,4,2,4,4,4,3,1,3,3,3,4,4,Q2,2023
101319,3,3,4,2,1,4,1,2,4,2,3,4,2,4,2,4,3,3,2,Q2,2023
101321,2,1,4,3,3,4,3,4,4,3,4,3,3,3,4,3,4,3,3,Q2,2023
101322,1,4,2,4,3,2,3,3,4,2,4,3,2,4,1,3,4,4,2,Q2,2023
101323,3,4,3,1,4,4,4,1,3,3,2,2,4,2,4,4,3,3,2,Q2,2023
101324,1,4,4,3,2,3,4,1,3,2,3,4,4,3,3,4,3,4,3,Q2,2023
101325,4,4,4,3,4,2,4,3,2,4,4,4,3,4,2,4,1,4,3,Q2,2023
101329,3,3,1,4,4,4,4,2,3,4,3,3,3,4,4,2,4,3,3,Q2,2023
101332,3,2,3,4,3,4,1,3,4,3,4,3,3,1,3,2,3,3,1,Q2,2023
101333,2,4,3,1,2,4,2,4,3,2,2,2,1,3,1,2,4,4,4,Q2,2023
101335,2,4,3,3,3,2,4,2,4,2,4,1,4,2,1,4,4,3,3,Q2,2023
101337,1,3,4,1,2,3,2,1,2,4,4,2,3,2,4,4,4,2,2,Q2,2023
101339,2,2,2,3,3,3,1,4,2,4,2,4,3,3,4,2,2,4,3,Q2,2023
101342,3,3,1,3,1,3,3,4,4,2,4,2,3,4,3,4,4,4,4,Q2,2023
101347,2,4,3,4,3,4,3,4,2,4,4,4,4,3,1,4,2,4,2,Q2,2023
101348,2,3,4,4,2,2,4,2,4,2,2,3,2,4,2,2,2,2,4,Q2,2023
101350,4,4,3,4,2,4,3,3,3,4,2,2,4,2,2,4,4,3,4,Q2,2023
101351,2,2,4,3,2,4,4,4,2,4,2,3,3,3,4,3,3,3,4,Q2,2023
101354,3,3,3,4,2,2,3,2,4,4,3,4,3,4,2,3,1,3,2,Q2,2023
101355,3,4,4,2,4,2,3,4,1,3,4,4,3,3,2,1,2,4,3,Q2,2023
101358,3,3,3,4,2,4,4,2,2,2,1,1,4,3,4,2,2,3,4,Q2,2023
101359,2,2,2,3,3,3,4,2,3,2,1,4,4,4,3,4,4,3,1,Q2,2023
101362,2,2,2,4,3,4,3,4,2,4,2,4,4,2,2,4,1,1,2,Q2,2023
101365,4,3,4,4,3,3,2,4,3,1,3,1,4,1,3,4,2,1,4,Q2,2023
101366,1,1,4,3,2,3,3,4,4,2,2,5,2,4,3,5,3,4,4,Q2,2023
101367,4,4,2,2,3,3,3,3,3,2,3,3,4,2,2,2,2,1,4,Q2,2023
101368,2,3,4,1,2,2,4,4,4,4,4,4,4,3,3,2,2,3,4,Q2,2023
101369,2,3,2,3,1,2,3,2,4,4,1,3,2,3,1,3,2,3,1,Q2,2023
101372,4,3,2,1,3,4,2,4,1,4,3,4,2,1,4,2,1,2,2,Q2,2023
101373,4,1,4,4,1,1,3,2,4,5,3,3,2,4,1,4,1,4,2,Q2,2023
101374,3,3,4,2,3,4,2,4,2,3,1,4,3,3,2,4,3,4,2,Q2,2023
101377,4,4,1,3,4,2,2,2,2,1,3,1,3,2,2,1,3,2,2,Q2,2023
101378,4,4,3,2,3,3,2,2,4,3,4,3,2,2,3,2,2,4,1,Q2,2023
101382,4,4,4,2,2,3,2,2,1,2,4,3,2,3,4,3,4,3,4,Q2,2023
101385,4,4,3,4,4,3,2,3,4,1,3,4,3,2,3,3,2,3,3,Q2,2023
101386,2,2,4,4,2,4,4,2,3,3,4,3,2,4,3,3,4,2,3,Q2,2023
101387,3,4,3,3,3,4,1,2,2,3,3,2,4,4,4,1,2,3,2,Q2,2023
101389,3,1,2,2,2,2,3,3,2,2,1,4,4,4,4,1,4,2,3,Q2,2023
101390,2,2,2,4,2,2,4,4,2,4,4,3,2,4,4,4,4,2,2,Q2,2023
101392,2,3,4,4,4,5,3,3,2,3,4,3,3,4,2,4,2,4,3,Q2,2023
101393,4,4,4,4,3,4,3,3,3,4,4,4,2,4,1,4,4,4,1,Q2,2023
101394,2,3,2,4,4,3,3,3,4,3,4,4,2,3,4,3,2,4,3,Q2,2023
101398,3,4,4,1,2,4,4,3,2,3,3,2,4,3,4,3,4,4,3,Q2,2023
